Retailer Name,Year,Week,Manufacturer,Sector,Category,Brand,POS $ Sales,POS Unit Sales, Shelf Price ,Inventory Units On Hand
SuperMax Stores,2021,7/18/21,Soylent Corp.,Home Care,Dish Care,Palmoli-Tyrell Corp.," $8,071.7 ",4, $2.77 ,605
SuperMax Stores,2021,7/18/21,Soylent Corp.,Home Care,Dish Care,Ajax-Wayne Enterprises," $2,781.7 ",8, $2.55 ,713
SuperMax Stores,2021,7/11/21,Soylent Corp.,Home Care,Dish Care,Palmoli-Tyrell Corp.," $1,978.5 ",93, $2.77 ,129
SuperMax Stores,2021,7/11/21,Soylent Corp.,Home Care,Dish Care,Ajax-Wayne Enterprises," $4,290.9 ",85, $2.55 ,521
SuperMax Stores,2021,7/4/21,Soylent Corp.,Home Care,Dish Care,Palmoli-Tyrell Corp., $266.8 ,60, $2.76 ,4
SuperMax Stores,2021,7/4/21,Soylent Corp.,Home Care,Dish Care,Ajax-Wayne Enterprises," $6,980.6 ",75, $2.55 ,374
SuperMax Stores,2021,6/27/21,Soylent Corp.,Home Care,Dish Care,Palmoli-Tyrell Corp.," $4,032.2 ",96, $2.76 ,323
SuperMax Stores,2021,6/27/21,Soylent Corp.,Home Care,Dish Care,Ajax-Wayne Enterprises," $4,059.7 ",57, $2.55 ,534
SuperMax Stores,2021,6/20/21,Soylent Corp.,Home Care,Dish Care,Palmoli-Tyrell Corp., $643.1 ,82, $2.74 ,167
SuperMax Stores,2021,6/20/21,Soylent Corp.,Home Care,Dish Care,Ajax-Wayne Enterprises," $2,597.5 ",29, $2.55 ,473
SuperMax Stores,2021,6/13/21,Soylent Corp.,Home Care,Dish Care,Palmoli-Tyrell Corp.," $3,005.6 ",29, $2.75 ,260
SuperMax Stores,2021,6/13/21,Soylent Corp.,Home Care,Dish Care,Ajax-Wayne Enterprises," $6,191.8 ",6, $2.55 ,198
SuperMax Stores,2021,6/6/21,Soylent Corp.,Home Care,Dish Care,Palmoli-Tyrell Corp.," $7,233.5 ",23, $2.75 ,728
SuperMax Stores,2021,6/6/21,Soylent Corp.,Home Care,Dish Care,Ajax-Wayne Enterprises," $7,095.1 ",25, $2.55 ,320
SuperMax Stores,2021,5/30/21,Soylent Corp.,Home Care,Dish Care,Palmoli-Tyrell Corp., $966.3 ,93, $2.75 ,276
SuperMax Stores,2021,5/30/21,Soylent Corp.,Home Care,Dish Care,Ajax-Wayne Enterprises," $1,624.7 ",69, $2.54 ,292
SuperMax Stores,2021,5/23/21,Soylent Corp.,Home Care,Dish Care,Palmoli-Tyrell Corp.," $4,800.6 ",59, $2.74 ,267
SuperMax Stores,2021,5/23/21,Soylent Corp.,Home Care,Dish Care,Ajax-Wayne Enterprises," $7,967.4 ",65, $2.54 ,30
SuperMax Stores,2021,5/16/21,Soylent Corp.,Home Care,Dish Care,Palmoli-Tyrell Corp.," $3,540.7 ",63, $2.77 ,298
SuperMax Stores,2021,5/16/21,Soylent Corp.,Home Care,Dish Care,Ajax-Wayne Enterprises," $2,461.5 ",33, $2.50 ,42
SuperMax Stores,2021,5/9/21,Soylent Corp.,Home Care,Dish Care,Palmoli-Tyrell Corp.," $4,389.4 ",2, $2.74 ,219
SuperMax Stores,2021,5/9/21,Soylent Corp.,Home Care,Dish Care,Ajax-Wayne Enterprises," $7,415.8 ",51, $2.54 ,122
SuperMax Stores,2021,5/2/21,Soylent Corp.,Home Care,Dish Care,Palmoli-Tyrell Corp.," $1,094.5 ",95, $2.57 ,745
SuperMax Stores,2021,5/2/21,Soylent Corp.,Home Care,Dish Care,Ajax-Wayne Enterprises," $1,574.2 ",53, $2.54 ,506
SuperMax Stores,2021,4/25/21,Soylent Corp.,Home Care,Dish Care,Palmoli-Tyrell Corp.," $2,382.7 ",17, $2.58 ,516
SuperMax Stores,2021,4/25/21,Soylent Corp.,Home Care,Dish Care,Ajax-Wayne Enterprises," $9,712.6 ",81, $2.50 ,26
SuperMax Stores,2021,4/18/21,Soylent Corp.,Home Care,Dish Care,Palmoli-Tyrell Corp.," $1,665.4 ",39, $2.58 ,528
SuperMax Stores,2021,4/18/21,Soylent Corp.,Home Care,Dish Care,Ajax-Wayne Enterprises," $8,989.4 ",17, $2.49 ,459
SuperMax Stores,2021,4/11/21,Soylent Corp.,Home Care,Dish Care,Palmoli-Tyrell Corp.," $3,346.2 ",39, $2.57 ,40
SuperMax Stores,2021,4/11/21,Soylent Corp.,Home Care,Dish Care,Ajax-Wayne Enterprises," $2,719.0 ",14, $2.49 ,647
SuperMax Stores,2021,4/4/21,Soylent Corp.,Home Care,Dish Care,Palmoli-Tyrell Corp.," $8,683.7 ",26, $2.56 ,412
SuperMax Stores,2021,4/4/21,Soylent Corp.,Home Care,Dish Care,Ajax-Wayne Enterprises," $2,102.0 ",44, $2.53 ,443
SuperMax Stores,2021,3/28/21,Soylent Corp.,Home Care,Dish Care,Palmoli-Tyrell Corp.," $4,518.2 ",63, $2.55 ,328
SuperMax Stores,2021,3/28/21,Soylent Corp.,Home Care,Dish Care,Ajax-Wayne Enterprises," $8,258.0 ",58, $2.52 ,148
SuperMax Stores,2021,3/21/21,Soylent Corp.,Home Care,Dish Care,Ajax-Wayne Enterprises," $4,129.2 ",69, $2.52 ,457
SuperMax Stores,2021,3/21/21,Soylent Corp.,Home Care,Dish Care,Palmoli-Tyrell Corp.," $2,099.9 ",19, $2.54 ,675
SuperMax Stores,2021,3/14/21,Soylent Corp.,Home Care,Dish Care,Palmoli-Tyrell Corp.," $4,110.3 ",87, $2.50 ,610
SuperMax Stores,2021,3/14/21,Soylent Corp.,Home Care,Dish Care,Ajax-Wayne Enterprises," $6,629.2 ",11, $2.48 ,351
SuperMax Stores,2021,3/7/21,Soylent Corp.,Home Care,Dish Care,Palmoli-Tyrell Corp.," $7,429.4 ",76, $2.42 ,732
SuperMax Stores,2021,3/7/21,Soylent Corp.,Home Care,Dish Care,Ajax-Wayne Enterprises," $8,020.6 ",37, $2.40 ,560
SuperMax Stores,2021,2/28/21,Soylent Corp.,Home Care,Dish Care,Ajax-Wayne Enterprises," $5,191.7 ",10, $2.40 ,603
SuperMax Stores,2021,2/28/21,Soylent Corp.,Home Care,Dish Care,Palmoli-Tyrell Corp.," $5,997.5 ",84, $2.40 ,348
SuperMax Stores,2021,2/21/21,Soylent Corp.,Home Care,Dish Care,Ajax-Wayne Enterprises," $8,596.5 ",73, $2.39 ,568
SuperMax Stores,2021,2/21/21,Soylent Corp.,Home Care,Dish Care,Palmoli-Tyrell Corp.," $2,962.9 ",6, $2.43 ,689
SuperMax Stores,2021,2/14/21,Soylent Corp.,Home Care,Dish Care,Ajax-Wayne Enterprises," $9,232.0 ",61, $2.40 ,144
SuperMax Stores,2021,2/14/21,Soylent Corp.,Home Care,Dish Care,Palmoli-Tyrell Corp.," $5,713.3 ",28, $2.30 ,679
SuperMax Stores,2021,2/7/21,Soylent Corp.,Home Care,Dish Care,Ajax-Wayne Enterprises," $7,920.1 ",43, $2.38 ,553
SuperMax Stores,2021,2/7/21,Soylent Corp.,Home Care,Dish Care,Palmoli-Tyrell Corp.," $9,140.6 ",51, $2.30 ,413
SuperMax Stores,2021,1/31/21,Soylent Corp.,Home Care,Dish Care,Palmoli-Tyrell Corp.," $6,241.9 ",63,,252
SuperMax Stores,2021,1/31/21,Soylent Corp.,Home Care,Dish Care,Ajax-Wayne Enterprises," $9,679.5 ",56,,265
SuperMax Stores,2021,1/24/21,Soylent Corp.,Home Care,Dish Care,Palmoli-Tyrell Corp.," $2,159.1 ",42,,87
SuperMax Stores,2021,1/24/21,Soylent Corp.,Home Care,Dish Care,Ajax-Wayne Enterprises," $4,982.4 ",37,,425
SuperMax Stores,2021,1/17/21,Soylent Corp.,Home Care,Dish Care,Palmoli-Tyrell Corp.," $9,720.1 ",58,,48
SuperMax Stores,2021,1/17/21,Soylent Corp.,Home Care,Dish Care,Ajax-Wayne Enterprises," $6,600.3 ",89,,424
SuperMax Stores,2021,1/10/21,Soylent Corp.,Home Care,Dish Care,Palmoli-Tyrell Corp.," $1,918.8 ",34,,48
SuperMax Stores,2021,1/10/21,Soylent Corp.,Home Care,Dish Care,Ajax-Wayne Enterprises, $160.8 ,75,,667
SuperMax Stores,2021,1/3/21,Soylent Corp.,Home Care,Dish Care,Palmoli-Tyrell Corp.," $3,921.0 ",42,,675
SuperMax Stores,2021,1/3/21,Soylent Corp.,Home Care,Dish Care,Ajax-Wayne Enterprises," $7,718.1 ",5,,718
SuperMax Stores,2021,11/28/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $5,688.3 ",74, $3.04 ,315
SuperMax Stores,2021,11/21/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $9,454.4 ",6, $3.04 ,718
SuperMax Stores,2021,11/14/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $5,863.5 ",66, $3.05 ,303
SuperMax Stores,2021,11/7/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $1,699.7 ",49, $3.05 ,585
SuperMax Stores,2021,10/31/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $4,397.3 ",95, $3.07 ,136
SuperMax Stores,2021,10/24/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $7,506.4 ",55, $3.09 ,712
SuperMax Stores,2021,10/17/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $1,176.4 ",83, $3.10 ,698
SuperMax Stores,2021,10/10/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $8,504.7 ",84, $3.11 ,477
SuperMax Stores,2021,10/3/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $2,705.7 ",20, $3.12 ,221
SuperMax Stores,2021,9/26/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $7,726.9 ",58, $3.12 ,576
SuperMax Stores,2021,9/19/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $5,415.0 ",27, $3.30 ,387
SuperMax Stores,2021,9/12/21,Spacely,Home Care,Dish Care,Glistyn-Irwin, $298.9 ,73, $3.33 ,69
SuperMax Stores,2021,9/5/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $2,626.7 ",3, $3.33 ,34
SuperMax Stores,2021,8/29/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $6,169.6 ",90, $3.33 ,555
SuperMax Stores,2021,8/22/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $2,043.9 ",59, $3.32 ,296
SuperMax Stores,2021,8/15/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $6,008.7 ",85, $3.32 ,360
SuperMax Stores,2021,8/8/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $2,229.2 ",40, $3.32 ,231
SuperMax Stores,2021,8/1/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $6,243.2 ",19, $3.33 ,165
SuperMax Stores,2021,7/25/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $3,090.0 ",20, $3.32 ,351
SuperMax Stores,2021,7/18/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $7,167.3 ",90, $3.32 ,648
SuperMax Stores,2021,7/11/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $8,092.0 ",38, $3.33 ,523
SuperMax Stores,2021,7/4/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $3,504.3 ",58, $3.32 ,323
SuperMax Stores,2021,6/27/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $2,425.3 ",36, $3.33 ,200
SuperMax Stores,2021,6/20/21,Spacely,Home Care,Dish Care,Glistyn-Irwin, $306.0 ,23, $3.33 ,530
SuperMax Stores,2021,6/13/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $7,037.8 ",80, $3.33 ,169
SuperMax Stores,2021,6/6/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $6,530.8 ",63, $3.32 ,655
SuperMax Stores,2021,5/30/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $5,868.0 ",38, $3.32 ,384
SuperMax Stores,2021,5/23/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $8,548.0 ",54, $3.32 ,37
SuperMax Stores,2021,5/16/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $1,283.4 ",14, $3.24 ,77
SuperMax Stores,2021,5/9/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $9,618.4 ",50, $3.32 ,212
SuperMax Stores,2021,5/2/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $2,561.7 ",65, $3.32 ,84
SuperMax Stores,2021,4/25/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $6,626.2 ",78, $3.24 ,161
SuperMax Stores,2021,4/18/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $4,729.9 ",25, $3.23 ,47
SuperMax Stores,2021,4/11/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $2,896.0 ",31, $3.23 ,242
SuperMax Stores,2021,4/4/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $1,830.1 ",50, $3.33 ,7
SuperMax Stores,2021,3/28/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $7,960.9 ",37, $3.31 ,581
SuperMax Stores,2021,3/21/21,Spacely,Home Care,Dish Care,Glistyn-Irwin, $67.0 ,59, $3.31 ,658
SuperMax Stores,2021,3/14/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $7,199.8 ",41, $3.26 ,734
SuperMax Stores,2021,3/7/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $7,739.7 ",93, $3.25 ,600
SuperMax Stores,2021,2/28/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $2,778.8 ",14, $3.25 ,442
SuperMax Stores,2021,2/21/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $3,102.8 ",22, $3.21 ,445
SuperMax Stores,2021,2/14/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $3,367.5 ",84, $3.24 ,203
SuperMax Stores,2021,2/7/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $3,949.0 ",49, $3.16 ,691
SuperMax Stores,2021,1/31/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $2,821.6 ",27,,12
SuperMax Stores,2021,1/24/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $6,178.2 ",29,,261
SuperMax Stores,2021,1/17/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $9,137.8 ",89,,699
SuperMax Stores,2021,1/10/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $5,553.4 ",39,,392
SuperMax Stores,2021,1/3/21,Spacely,Home Care,Dish Care,Glistyn-Irwin," $8,079.3 ",54,,249
SuperMax Stores,2021,11/28/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $1,431.9 ",89, $5.91 ,258
SuperMax Stores,2021,11/21/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $2,319.2 ",35, $5.91 ,157
SuperMax Stores,2021,11/14/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $5,128.3 ",90, $5.90 ,355
SuperMax Stores,2021,11/7/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $3,588.1 ",74, $5.92 ,210
SuperMax Stores,2021,10/31/21,Star ,Home Care,Dish Care,Affresh-SquidGame, $421.8 ,2, $5.93 ,688
SuperMax Stores,2021,10/24/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $3,956.8 ",49, $5.92 ,651
SuperMax Stores,2021,10/17/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $6,072.0 ",51, $5.91 ,531
SuperMax Stores,2021,10/10/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $6,864.3 ",28, $5.91 ,63
SuperMax Stores,2021,10/3/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $3,745.7 ",62, $5.94 ,280
SuperMax Stores,2021,9/26/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $4,555.5 ",45, $5.93 ,226
SuperMax Stores,2021,9/19/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $9,754.2 ",37, $5.95 ,631
SuperMax Stores,2021,9/12/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $2,222.1 ",32, $5.95 ,136
SuperMax Stores,2021,9/5/21,Star ,Home Care,Dish Care,Affresh-SquidGame, $81.1 ,4, $5.95 ,281
SuperMax Stores,2021,8/29/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $5,821.2 ",42, $5.96 ,497
SuperMax Stores,2021,8/22/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $6,381.5 ",66, $5.95 ,51
SuperMax Stores,2021,8/15/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $4,630.1 ",51, $5.95 ,220
SuperMax Stores,2021,8/8/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $7,752.0 ",78, $5.94 ,24
SuperMax Stores,2021,8/1/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $3,476.0 ",54, $5.95 ,406
SuperMax Stores,2021,7/25/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $1,275.8 ",41, $5.95 ,434
SuperMax Stores,2021,7/18/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $3,981.5 ",13, $5.95 ,524
SuperMax Stores,2021,7/11/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $1,889.0 ",45, $5.95 ,367
SuperMax Stores,2021,7/4/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $8,344.6 ",36, $5.95 ,200
SuperMax Stores,2021,6/27/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $8,768.0 ",56, $5.95 ,462
SuperMax Stores,2021,6/20/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $7,624.0 ",79, $5.95 ,422
SuperMax Stores,2021,6/13/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $8,704.0 ",92, $5.95 ,138
SuperMax Stores,2021,6/6/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $6,814.1 ",49, $5.95 ,306
SuperMax Stores,2021,5/30/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $7,615.2 ",41, $5.95 ,381
SuperMax Stores,2021,5/23/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $8,138.5 ",99, $5.95 ,548
SuperMax Stores,2021,5/16/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $8,829.6 ",41, $5.78 ,736
SuperMax Stores,2021,5/9/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $1,879.4 ",6, $5.95 ,227
SuperMax Stores,2021,5/2/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $8,941.0 ",45, $5.95 ,715
SuperMax Stores,2021,4/25/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $7,321.1 ",52, $5.79 ,465
SuperMax Stores,2021,4/18/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $6,044.0 ",95, $5.79 ,395
SuperMax Stores,2021,4/11/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $2,173.2 ",71, $5.79 ,175
SuperMax Stores,2021,4/4/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $1,450.8 ",35, $5.92 ,739
SuperMax Stores,2021,3/28/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $7,511.5 ",24, $5.91 ,24
SuperMax Stores,2021,3/21/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $9,768.7 ",51, $5.90 ,381
SuperMax Stores,2021,3/14/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $9,481.2 ",88, $5.83 ,82
SuperMax Stores,2021,3/7/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $9,228.4 ",33, $5.83 ,432
SuperMax Stores,2021,2/28/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $2,015.8 ",40, $5.83 ,204
SuperMax Stores,2021,2/21/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $8,337.3 ",36, $5.82 ,178
SuperMax Stores,2021,2/14/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $5,052.8 ",64, $5.84 ,663
SuperMax Stores,2021,2/7/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $2,761.1 ",96, $5.80 ,739
SuperMax Stores,2021,1/31/21,Star ,Home Care,Dish Care,Affresh-SquidGame, $33.1 ,27,,223
SuperMax Stores,2021,1/24/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $6,053.7 ",30,,690
SuperMax Stores,2021,1/17/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $3,507.3 ",61,,231
SuperMax Stores,2021,1/10/21,Star ,Home Care,Dish Care,Affresh-SquidGame, $849.1 ,39,,517
SuperMax Stores,2021,1/3/21,Star ,Home Care,Dish Care,Affresh-SquidGame," $6,856.5 ",77,,174
SuperMax Stores,2021,11/28/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $4,242.9 ",64, $3.27 ,273
SuperMax Stores,2021,11/21/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $1,476.2 ",47, $3.21 ,100
SuperMax Stores,2021,11/14/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $3,561.6 ",49, $3.22 ,730
SuperMax Stores,2021,11/7/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $5,007.9 ",20, $3.24 ,212
SuperMax Stores,2021,10/31/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $8,257.0 ",81, $3.27 ,473
SuperMax Stores,2021,10/24/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $4,437.2 ",93, $3.28 ,723
SuperMax Stores,2021,10/17/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $9,651.0 ",4, $3.33 ,13
SuperMax Stores,2021,10/10/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $6,992.4 ",98, $3.35 ,212
SuperMax Stores,2021,10/3/21,Stark Industries,Home Care,Dish Care,Great V-Globex, $136.4 ,95, $3.36 ,206
SuperMax Stores,2021,9/26/21,Stark Industries,Home Care,Dish Care,Great V-Globex, $463.6 ,7, $3.40 ,311
SuperMax Stores,2021,9/19/21,Stark Industries,Home Care,Dish Care,Great V-Globex, $416.3 ,5, $3.52 ,442
SuperMax Stores,2021,9/12/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $5,024.0 ",53, $3.53 ,33
SuperMax Stores,2021,9/5/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $2,250.2 ",6, $3.54 ,240
SuperMax Stores,2021,8/29/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $4,424.8 ",1, $3.58 ,620
SuperMax Stores,2021,8/22/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $5,049.0 ",35, $3.65 ,300
SuperMax Stores,2021,8/15/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $3,712.6 ",78, $3.65 ,37
SuperMax Stores,2021,8/8/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $5,076.4 ",42, $3.65 ,412
SuperMax Stores,2021,8/1/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $1,091.4 ",83, $3.65 ,150
SuperMax Stores,2021,7/25/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $1,011.6 ",26, $3.65 ,295
SuperMax Stores,2021,7/18/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $5,234.9 ",99, $3.65 ,212
SuperMax Stores,2021,7/11/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $8,370.5 ",93, $3.65 ,324
SuperMax Stores,2021,7/4/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $6,411.0 ",84, $3.65 ,256
SuperMax Stores,2021,6/27/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $4,844.8 ",62, $3.65 ,242
SuperMax Stores,2021,6/20/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $8,956.8 ",57, $3.65 ,170
SuperMax Stores,2021,6/13/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $7,135.8 ",88, $3.65 ,318
SuperMax Stores,2021,6/6/21,Stark Industries,Home Care,Dish Care,Great V-Globex, $67.6 ,30, $3.65 ,287
SuperMax Stores,2021,5/30/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $2,887.2 ",2, $3.65 ,414
SuperMax Stores,2021,5/23/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $1,549.5 ",35, $3.65 ,603
SuperMax Stores,2021,5/16/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $1,564.0 ",62, $3.57 ,454
SuperMax Stores,2021,5/9/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $8,290.6 ",64, $3.65 ,519
SuperMax Stores,2021,5/2/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $2,834.4 ",58, $3.65 ,593
SuperMax Stores,2021,4/25/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $3,332.7 ",71, $3.56 ,327
SuperMax Stores,2021,4/18/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $6,286.8 ",74, $3.55 ,232
SuperMax Stores,2021,4/11/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $9,971.4 ",23, $3.54 ,748
SuperMax Stores,2021,4/4/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $5,026.2 ",99, $3.65 ,661
SuperMax Stores,2021,3/28/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $4,351.7 ",99, $3.63 ,532
SuperMax Stores,2021,3/21/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $9,971.2 ",63, $3.63 ,528
SuperMax Stores,2021,3/14/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $8,180.4 ",41, $3.54 ,124
SuperMax Stores,2021,3/7/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $2,202.1 ",55, $3.53 ,140
SuperMax Stores,2021,2/28/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $7,963.0 ",6, $3.53 ,76
SuperMax Stores,2021,2/21/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $8,431.0 ",76, $3.53 ,327
SuperMax Stores,2021,2/14/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $2,586.3 ",59, $3.53 ,157
SuperMax Stores,2021,2/7/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $9,397.6 ",74, $3.52 ,468
SuperMax Stores,2021,1/31/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $6,778.0 ",2,,220
SuperMax Stores,2021,1/24/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $2,432.3 ",65,,538
SuperMax Stores,2021,1/17/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $8,963.0 ",100,,703
SuperMax Stores,2021,1/10/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $3,440.7 ",24,,80
SuperMax Stores,2021,1/3/21,Stark Industries,Home Care,Dish Care,Great V-Globex," $9,157.4 ",95,,552
SuperMax Stores,2021,11/28/21,Strike,Home Care,Air Care,Punati-Star ," $8,264.9 ",30, $3.22 ,76
SuperMax Stores,2021,11/21/21,Strike,Home Care,Air Care,Punati-Star ," $5,830.3 ",42, $3.22 ,48
SuperMax Stores,2021,11/14/21,Strike,Home Care,Air Care,Punati-Star ," $9,777.6 ",14, $3.23 ,540
SuperMax Stores,2021,11/7/21,Strike,Home Care,Air Care,Punati-Star ," $2,335.8 ",39, $3.25 ,634
SuperMax Stores,2021,10/31/21,Strike,Home Care,Air Care,Punati-Star ," $5,562.9 ",14, $3.26 ,44
SuperMax Stores,2021,10/24/21,Strike,Home Care,Air Care,Punati-Star ," $5,124.6 ",100, $3.28 ,497
SuperMax Stores,2021,10/17/21,Strike,Home Care,Air Care,Punati-Star , $467.3 ,90, $3.30 ,126
SuperMax Stores,2021,10/10/21,Strike,Home Care,Air Care,Punati-Star ," $7,814.6 ",95, $3.30 ,670
SuperMax Stores,2021,10/3/21,Strike,Home Care,Air Care,Punati-Star ," $1,313.0 ",58, $3.31 ,675
